,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
778,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,7,5,3,6,2,0,1,0,7,3,0.0,82177854.37813279,0.0,21952710.712300662,73315450.27094865,0.025255968693714333,0.0,98505116.46237586,0.0,0.0,14092235.304915495,0.0,30315330.443611816,82593104.0,0.03347386764729289,371400000.0,0.0
779,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,2,5,0,0,0,7,2,2,1,0,3,6,7,1,0.0,130919728.8845366,0.0,44197015.5138625,0.0,0.01831297431329438,0.0,92262765.08401714,0.0,0.0,15063068.18035096,0.0,0.0,133089446.0,0.0,1322800000.0,1424.313106284404
780,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,3,5,0,3,0,0,0,0,0,1,3,0.0,126745040.65873201,0.0,6521735.904400687,155678909.66956854,0.007699075802691166,41747862.64914287,24198032.45136138,0.09115585500839954,13792737.206222568,0.0,0.00850267242338149,17343086.051729977,56425877.0,0.019254568154398372,738000000.0,0.0
781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5,0,3,1,0,0,0,0,3,0,7,6,5,0.0,149092072.88558653,0.0,21140274.841465347,90143923.5488522,0.024278803421038605,76488147.57304315,0.0,0.16701905698632447,613802.9661748549,8453407.696608048,0.00034996271254568825,0.0,151912420.0,0.0,256100000.00000003,0.0
782,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2,0,0,0,8,1,4,3,6,2,7,0,2,0,0,6,0.0,0.0,0.0,0.0,203516689.4726424,0.0,0.0,88922169.59838012,0.0,0.0,23537919.412238494,0.0,12219818.93484095,40273672.0,0.0020272920005443597,1321100000.0,763.3463022206017
783,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,2,2,3,0,1,7,0,0,6,0,1,0,0.0,217198541.196981,0.0,3421037.2840904007,143337996.68440405,0.004083032637279235,52133924.69330308,55690229.411618516,0.11427801263316979,8216266.555499479,12586457.998778107,0.004983224876560569,38663231.285258345,25037214.0,0.043286703790950815,302400000.0,0.0
784,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,8,0,5,5,1,1,3,7,3,0.0,95486976.46933737,0.0,61717578.33944182,0.0,0.025478908885535258,0.0,74964671.67903003,0.0,0.0,26278482.989033304,0.0,0.0,121704075.0,0.0,909500000.0,1991.1396228241151
785,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,6,0,0,8,5,6,5,1,0,0,5,0,0,0,0.0,60717312.84309486,0.0,6338231.3652788075,159009199.8289076,0.0026212602505196795,0.0,96005792.06789789,0.0,128726.60438293201,11068771.68625446,2.6576472167295904e-05,1821334.201310275,0.0,0.000719190535699059,1729100000.0,279.0288521583016
786,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,1,7,1,6,0,0,0,3,0,3,0.0,88511693.9986257,0.0,17482418.94382778,77797112.44472042,0.020297194721739308,0.0,100985425.35951225,0.0,15523660.370435469,0.0,0.009492500424079921,0.0,63921995.0,0.0,550900000.0,0.0
787,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,6,0,3,6,0,0,1,0,0,5,0.0,112429465.54032746,0.0,23993563.397237673,113454271.89419729,0.02767461493870077,34471810.25416954,58926842.49039639,0.07461869220707101,10068790.761183461,6320800.309666242,0.006272271726644738,31996127.036768578,36676675.0,0.03535424992640765,435600000.0,0.0
788,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,3,5,0,0,1,0,3,1,5,2,1,3,7,0,0.0,138168009.3635082,0.0,47666788.13069523,38245121.951764055,0.019757606545992325,19658242.15219334,46650169.32145682,0.015321174440263067,0.0,27738992.754302613,0.0,0.0,79232000.0,0.0,860900000.0,2059.3157664250266
789,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,9,6,10,2,1,1,7,2,3,3,2,6,1,1,2,0.0,324855058.10536736,0.0,2036219.350503216,126023155.50766163,0.0024354919256395586,0.0,95009852.77927995,0.0,0.0,31452076.64453512,0.0,6339214.241731768,80425146.0,0.0070893135651718675,982100000.0,0.0
790,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2,2,5,7,2,0,0,0,1,0,6,3,0.0,94979303.71425684,0.0,2020815.5340104583,156569374.12950498,0.0024004210035889753,0.0,62267437.976033404,0.0,13543934.256175006,6320800.309666242,0.00853846650034415,27549412.09281151,77404471.0,0.030468898201348002,115300000.0,0.0
791,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,3,5,2,4,0,7,1,0,0,1,0,0,3,3,1,4,0.0,158578444.843904,0.0,4369907.52815184,121701716.67461371,0.0006007422854280306,2030266.098740591,20299287.62732069,0.0005241634661619537,6260191.741222193,8453407.696608048,0.00046572532814672177,0.0,96222495.0,0.0,868400000.0,940.0772558958745
792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,2,5,2,0,1,1,0,4,5,1,3,0,0.0,269858582.71059245,0.0,3421037.2840904007,160530299.5620497,0.004083032637279235,60807703.74717703,41292219.28177295,0.1336381802841395,2854215.845469454,22356212.824753046,0.0016955308682941477,0.0,56425877.0,0.0,217800000.0,0.0
793,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,3,3,1,0,0,0,4,0,0,1,0,0,3,0.0,154220496.58178693,0.0,567748.7283180743,90143923.5488522,0.0006872211196170678,79282039.20229009,26403379.542306438,0.1729683994353081,8329669.047310617,6320800.309666242,0.005139490384089321,20438517.347281642,30351526.0,0.022557854717987953,520200000.0,0.0
794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,7,9,5,0,5,6,4,0,1,0,0,0,5,0,0.0,249179565.09192026,0.0,0.0,129688488.72986558,0.0,0.0,63699598.27434066,0.0,7863712.069115128,6320800.309666242,0.0018883029393011084,40736826.155357,36676675.0,0.016302581442067886,30700000.0,1834.763925910471
795,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3,6,1,0,0,6,5,7,7,1,6,3,0,0,0,0.0,153687765.7291555,0.0,12709827.192216134,66045103.44010488,0.014638520098063428,0.0,120496536.27287978,0.0,402307.2139996547,30032276.640642032,0.0002627570818363067,119991943.27223587,0.0,0.13337994367212816,535300000.0,0.0
796,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,3,8,0,4,3,4,5,0,5,0,0,1,3,0,0,0,0.0,138903029.16673058,0.0,0.0,182023629.8101266,0.0,12222126.34678702,28798397.130608946,0.003206421531045358,2676870.354648289,15063068.18035096,0.00019761521941119537,125107973.66796798,0.0,0.016720266315945594,1232300000.0,10549.419962060638
797,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,6,6,0,1,0,7,0,4,5,1,0,5,7,0,0.0,238931234.54161525,0.0,33615997.92194865,38245121.951764055,0.03898973390680387,0.0,67626108.28683192,0.0,0.0,18545877.781152677,0.0,0.0,88954800.0,0.0,681400000.0,0.0
798,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,6,6,4,1,0,5,0,0,3,7,5,4,1,6,3,0.0,206605892.4244883,0.0,6686425.100499671,99685318.93337613,0.007811687490921146,16771509.660491016,24198032.45136138,0.036436312218556616,0.0,42775327.947975025,0.0,0.0,105086662.0,0.0,1134000000.0,0.0
799,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,7,0,5,2,4,1,0,0,7,0,0,3,0,0,0,0.0,136422954.7271911,0.0,2020815.5340104583,146673407.0796544,0.0024004210035889753,24485910.962092664,34221561.73832255,0.05360553323385407,6116635.648063245,8453407.696608048,0.0037258833072352964,120281810.17493418,0.0,0.13353797187939193,1024800000.0,0.0
800,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,7,0,3,0,6,1,0,2,1,0,1,0,0.0,106351803.45458499,0.0,0.0,133844205.0086204,0.0,12242955.481046332,56232105.137590505,0.026802766616927036,3656586.0690982984,14092235.304915495,0.0022721918924519507,81408540.79810199,25037214.0,0.09098440607218418,504600000.0,0.0
801,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,3,6,4,0,1,6,0,1,4,0,5,1,3,6,1,0.0,174191389.1976829,0.0,8306422.429976899,106547043.08732629,0.009561885750437444,2687731.7282302743,47604893.24040605,0.005806344851920972,1579247.8083282772,18545877.781152677,0.0009255236597794817,0.0,108774352.0,0.0,741100000.0,0.0
802,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,7,0,7,5,1,1,0,1,0,0,0,7,14405365.008433672,66507014.9338145,0.0015168729946742608,0.0,166071355.5283289,0.0,0.0,77644475.05391562,0.0,6145012.796312044,6320800.309666242,0.00047054824127379824,80580108.3152458,44193513.0,0.01073957988720518,256100000.00000003,7045.011993151101
803,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,5,2,6,5,3,3,1,3,0,1,7,7,0,0,0.0,159994517.04263675,0.0,0.0,207960794.1589621,0.0,0.0,74329095.23221701,0.0,4199156.434716385,21069784.935395602,0.00032060939015815125,0.0,44193513.54513965,0.0,236500000.0,353.06784696056644
804,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,3,1,1,5,0,7,7,0,3,1,2,0,3,0,0,0,0.0,124231115.41096926,0.0,6354913.596108067,166071355.5283289,0.0008783112058838056,5227758.629856304,46650169.32145682,0.0013559870359980057,0.0,16373078.863592021,0.0,124113935.90538344,0.0,0.016588383030949692,876000000.0,10286.650182534626
805,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,1,0,1,4,1,5,0,0,0,3,6,4,0.0,148997519.22073448,0.0,10991311.641344441,77797112.44472042,0.012937999746175308,0.0,83689403.43399769,0.0,9328678.29188468,0.0,0.005754976816108513,0.0,120059094.36909917,0.0,504600000.0,0.0
806,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0,3,6,10,3,1,2,7,0,2,0,0,6,0.0,0.0,0.0,0.0,255560293.16668054,0.0,0.0,72006834.11481157,0.0,0.0,23537919.412238494,0.0,85490619.02568732,40273672.383724004,0.011447448547496006,1140100000.0,6586.454112827447
807,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,7,4,5,5,2,1,0,0,0,0,7,7,0,3,4,0.0,206781014.31771147,0.0,0.0,158447840.84215504,0.0,85244858.13127472,0.0,0.022402843037406868,1745935.6942077186,32304948.475029543,0.00012476997029268224,23149834.15430337,67268466.33257627,0.0030635279881231475,776300000.0,6580.994238369231
808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,6,2,3,0,0,7,0,2,6,8,0,3,64681904.03956115,140858582.2512416,0.05504227362661039,0.0,181024453.14671123,0.0,43128273.63458814,34221561.73832255,0.09401837271106808,0.0,20793414.8415654,0.0,0.0,88175439.14937997,0.0,256100000.00000003,0.0
809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,5,2,0,0,0,0,4,0,1,5,3,0.0,150007532.07027638,0.0,567748.7283180743,169576899.2453251,0.0006872211196170678,118923058.80343513,0.0,0.25945259915296215,2854215.845469454,9695195.36216505,0.0016955308682941477,0.0,100097962.72149149,0.0,302400000.0,0.0
810,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,3,2,0,0,6,6,2,4,0,0,0,7,4,129363808.0791223,42291505.65437629,0.039630437011159474,553622.2267289424,42818415.6714978,0.00023582100518202773,0.0,102987279.67449452,0.0,0.0,9695195.36216505,0.0,3680156.6997006354,86420965.59927613,0.001467097524100809,573600000.0,1143.3728685362798
811,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,2,5,7,0,0,1,1,0,7,0,0,0,0.0,134996357.6629468,0.0,3421037.2840904007,199113982.01211327,0.004083032637279235,69301981.37874854,20299287.62732069,0.15217146482067154,0.0,21069784.935395602,0.0,86186638.04904681,0.0,0.09532283149269433,340700000.0,0.0
812,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,6,5,5,0,0,1,7,5,6,2,7,2,2,5,6,0.0,204851657.20973802,0.0,29128602.861655083,38245121.951764055,0.033650218224113786,0.0,117647827.79553828,0.0,0.0,32506105.31423855,0.0,0.0,117756988.89373621,0.0,970100000.0,0.0
813,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,5,0,2,0,0,4,7,0,0,0,0,0,5,0.0,163770928.24047652,0.0,27414600.681328073,42818415.6714978,0.03175764757598001,33396707.67649287,65547722.11683032,0.07219689952297993,12866150.608364144,0.0,0.007872654770421796,31996127.036768578,36676675.840294495,0.03535424992640765,520200000.0,0.0
814,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,9,4,0,6,6,0,7,1,6,0,1,0,0,0,0.0,244230312.28622836,0.0,20572526.113147274,146841946.52894095,0.002830989876170584,19658242.15219334,59903444.52010451,0.005107058146754356,0.0,20319063.206658736,0.0,89937333.9696444,0.0,0.012033690754503163,340700000.0,9381.741087369213
815,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,5,2,2,2,1,0,6,0,1,0,0,1,2,0.0,180120614.91322458,0.0,3421037.2840904007,137590968.2071998,0.004083032637279235,24985810.184316073,52771009.1301844,0.05558762583103149,9965825.705515832,6320800.309666242,0.006332228625931411,40238673.82425254,53557815.768892445,0.04467378761337461,604800000.0,0.0
816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,5,0,3,7,0,0,1,0,0,1,0.0,117999895.068093,0.0,0.0,177331516.24113327,0.0,40716122.17882171,62048975.90137317,0.08890599240174513,10944713.88221772,6320800.309666242,0.006847530293338845,54925985.87575967,25037214.086173728,0.06097355790463102,217800000.0,0.0
817,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,3,7,8,10,2,4,1,0,1,7,1,3,0,0,1,7,0.0,322103650.8208636,0.0,0.0,146673407.0796544,0.0,1015133.0493702955,55690229.411618516,0.00026208173308097684,1510743.429532632,15063068.18035096,0.0001192688512043756,63132003.21772891,70740857.80294001,0.00847301998770196,1001600000.0,5034.283119831296
818,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,5,6,0,5,0,2,0,0,0,1,7,1,2,0.0,180120614.91322458,0.0,0.0,138724961.8150669,0.0,56988577.70889294,22167818.198803753,0.1252045350195935,10792633.251917755,6320800.309666242,0.0066831555430068865,0.0,111952814.85055783,0.0,435600000.0,0.0
819,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,0,1,4,7,1,0,0,0,6,2,3,0.0,100714900.1874114,0.0,26437958.765967652,38245121.951764055,0.0305247580650075,0.0,94923950.62609406,0.0,3449719.1504373886,0.0,0.0020521694455383818,0.0,113723473.72410369,0.0,845300000.0,0.0
820,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,5,0,6,4,4,1,0,6,4,0,0,0,0,64681904.03956115,136422954.7271911,0.019815218505579737,10001271.832090797,131321771.566306,0.004066914391819901,0.0,49622725.1402255,0.0,0.0,24447158.301910475,0.0,35746523.61528928,0.0,0.01432185009366085,377300000.0,2155.9923459450574
821,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,7,7,0,5,1,6,7,1,0,0,0,1,0.0,32694901.094161935,0.0,0.0,166071355.5283289,0.0,0.0,91223155.81153396,0.0,0.0,22258486.725668453,0.0,45338703.785438985,25037214.086173728,0.006063530016207307,492600000.0,3496.5911491991455
822,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,6,7,0,2,6,6,4,6,1,6,3,0,1,1,0.0,201647263.58598375,0.0,6908535.822837009,113454271.89419729,0.007974318396759569,0.0,107637161.25427823,0.0,1814181.4980467784,30032276.640642032,0.0011794492682930442,70960504.51737523,50929971.20054293,0.07933141679943903,363800000.0,0.0
823,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,5,0,0,4,0,3,4,7,5,3,0,7,1,0.0,131919288.31926736,0.0,23760364.064219818,53358573.6002109,0.027351123549755024,11776024.618643094,53401633.19836887,0.025543511685404207,0.0,40916860.84976648,0.0,0.0,75869639.77914998,0.0,1103300000.0,0.0
824,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,9,0,0,0,7,6,0,7,0,0,2,0,7,0,0.0,136598613.0637709,0.0,21952710.712300662,73315450.27094865,0.025255968693714333,0.0,73264038.44066289,0.0,4514490.436072584,7332080.219521779,0.0027294467079835424,30315330.443611816,44193513.54513965,0.03347386764729289,589200000.0,0.0
825,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,6,4,3,1,0,0,1,0,1,5,0.0,138224973.7108429,0.0,567748.7283180743,173329410.61581492,0.0006872211196170678,0.0,79764188.2348486,0.0,13570111.652356563,6320800.309666242,0.008566760063786103,34673239.47090067,62967163.32200457,0.038444538996752396,302400000.0,0.0
826,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0,1,6,1,5,0,1,0,0,1,2,0.0,76431543.68310125,0.0,4041631.0680209165,83721931.52190953,0.0048008420071779506,0.0,92666736.39115658,0.0,6145012.796312044,6320800.309666242,0.003921235343948319,59154944.035930514,53557815.768892445,0.06583093241536225,807000000.0,0.0
827,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,7,3,5,2,2,3,1,7,1,4,0,0,0,7,4,0.0,197170433.52468663,0.0,2020815.5340104583,143337996.68440405,0.0008641515612920312,8500964.519696882,82249684.10252997,0.006722985861343754,0.0,9695195.36216505,0.0,40736826.155357,86420965.59927613,0.016302581442067886,589200000.0,1813.905310208977
828,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,3,1,1,5,3,0,6,0,5,4,1,5,0,6,0,4,0.0,124231115.41096926,0.0,0.0,120892243.43187523,0.0,12159638.9440091,60031921.43603267,0.003176690142087697,148720.16995741133,17767801.395336673,1.1452004273181687e-05,0.0,81105853.85915002,0.0,1061400000.0,676.3104499124163
829,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,7,0,3,2,4,1,7,7,6,0,0,0,0,7,7,0.0,121644599.3504275,0.0,553622.2267289424,146673407.0796544,0.0006550583477278549,0.0,127775366.75848815,0.0,9517289.25359794,0.0,0.005958834991080156,38768250.33104526,100105457.62015328,0.04292013479907929,1055500000.0,0.0
830,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,7,7,2,5,6,2,3,1,2,0,1,7,0,0,0,0.0,213977821.79557136,0.0,0.0,199502185.3342409,0.0,0.0,72006834.11481157,0.0,2854445.86378068,21069784.935395602,0.00021157294884130605,47403238.8938869,0.0,0.006316479421144934,408000000.0,3912.423001818676
831,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6,7,6,0,2,10,0,0,0,4,0,0,0,6,3,0.0,238050754.09079814,0.0,6908535.822837009,149261759.37043905,0.007974318396759569,24034558.45840485,0.0,0.05204392869060378,0.0,9695195.36216505,0.0,38623316.87969611,77404471.7832109,0.0428411206954474,799400000.0,0.0
832,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,7,7,4,2,1,5,0,0,0,0,2,0,0,0,0,0.0,230932932.5328355,0.0,2020815.5340104583,149432797.19150826,0.00028805052043067705,36791353.84591692,0.0,0.009678727371051394,5698762.992164663,7332080.219521779,0.00042252088944099125,107323351.57369165,0.0,0.014279635389915802,853300000.0,10929.682965269805
833,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,4,0,0,0,7,0,2,0,0,0,7,0,2,0.0,206605892.4244883,0.0,61717578.33944182,0.0,0.07077474690426461,0.0,62267437.976033404,0.0,1841408.8985245647,0.0,0.0010498881376370646,0.0,79084435.94406682,0.0,558500000.0,0.0
834,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,6,4,0,0,5,0,0,1,0,1,0,0,0,3,0.0,206605892.4244883,0.0,21952710.712300662,59410102.93073928,0.025255968693714333,25407360.82796838,20299287.62732069,0.055610720173433464,7906157.237301147,6320800.309666242,0.0048942807945645565,53465164.59791519,30351526.042379983,0.059003267548319124,635500000.0,0.0
835,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,4,2,2,2,1,4,1,4,0,6,1,6,0,64681904.03956115,88429031.37443781,0.019815218505579737,0.0,137590968.2071998,0.0,0.0,71617663.74483383,0.0,0.0,24092218.720461875,0.0,0.0,66687072.31506137,0.0,573600000.0,493.6723870191691
836,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,7,10,3,1,5,7,1,0,0,0,1,136566490.58333915,32694901.094161935,0.11640485139769687,3920085.8161624325,199231178.49219424,0.004417136370610903,0.0,79591223.60465036,0.0,0.0,22258486.725668453,0.0,24257484.619148225,25037214.086173728,0.02721507386520031,542900000.0,0.0
837,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,7,6,0,0,4,0,1,3,0,0,3,0.0,53972506.18695759,0.0,2020815.5340104583,210595761.16338146,0.0024004210035889753,24527569.23061128,26403379.542306438,0.053770707616952185,7344588.349144123,15063068.18035096,0.004583799978430386,72769411.30040285,30351526.042379983,0.0807937662125811,550900000.0,0.0
838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,3,2,0,1,0,7,6,0,0,5,0.0,76431543.68310125,0.0,6842074.568180801,93986630.59767582,0.0009799278329470163,18422660.685424563,43878096.290305056,0.004937055358323664,5398396.832842444,30185557.33409556,0.00039923739995718704,68286238.24816851,36676675.840294495,0.009090461598184389,84600000.0,7180.650679535061
839,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,4,1,1,5,1,8,7,0,1,6,3,0,0,5,0.0,175989008.17388105,0.0,4485248.053666991,146472816.51148838,0.005268789371293166,0.0,82060304.65513833,0.0,796356.3174442814,30032276.640642032,0.0005176268134509626,83482135.66820067,36676675.840294495,0.09298265073142195,589200000.0,0.0
840,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,0,0,6,6,5,7,2,6,3,3,0,1,0.0,144765882.0244219,0.0,41145052.22629455,66045103.44010488,0.047183164602843074,0.0,116153489.52221389,0.0,0.0,31853797.985242143,0.0,0.0,58044072.09764524,0.0,473900000.0,0.0
841,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0,1,5,0,0,1,8,0,0,7,0,0,3,0,3,0.0,88511693.9986257,0.0,26437958.765967652,38245121.951764055,0.004578713709751126,0.0,37285037.900559425,0.0,0.0,14261651.781499248,0.0,0.0,63921995.57957761,0.0,1024800000.0,1413.115070628601
842,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,4,2,1,6,5,6,6,1,7,4,0,0,0,0.0,82177854.37813279,0.0,553622.2267289424,156771475.39068466,9.825875215917825e-05,0.0,111380131.5841473,0.0,915406.7446919148,33754914.90982836,8.844495975628097e-05,127966313.44037154,0.0,0.021415383483520727,742800000.0,8027.45334705791
843,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2,7,3,10,4,7,1,7,1,2,1,4,0,0,1,0,0.0,254731999.49716675,0.0,0.0,192567114.86569905,0.0,0.0,88907672.34606405,0.0,0.0,16347288.792964684,0.0,37057622.147944055,25037214.086173728,0.006207668731980238,1627500000.0,2296.542315640256
844,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,7,5,9,2,2,3,0,1,0,7,6,7,0,2,6,0.0,264030124.27287048,0.0,0.0,143337996.68440405,0.0,3715211.4451930583,20299287.62732069,0.008039313638152072,0.0,52258978.91749231,0.0,18265544.61848883,70651299.48955701,0.020267608768105894,656500000.0,0.0
845,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,7,5,6,6,3,1,7,3,4,0,2,6,0,1,2,0.0,227292860.5414936,0.0,0.0,176323444.558819,0.0,0.0,101783266.82547024,0.0,3774148.9746765695,20793414.8415654,0.00028791102275123185,65421425.0317249,53557815.768892445,0.00876157281074676,558500000.0,5357.120783145286
846,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,5,7,5,5,2,0,1,4,7,8,10,1,1,6,0.0,171870126.99832004,0.0,0.0,189605968.75956836,0.0,9425581.214800779,47604893.24040605,0.00738002852618365,0.0,68384831.46656054,0.0,0.0,94003040.7224447,0.0,747000000.0,249.76048304724142
847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,6,7,7,2,6,0,5,4,0,7,0,0,3,5,0.0,212649028.4929304,0.0,0.0,216853458.3711757,0.0,28414952.710424904,60031921.43603267,0.009334517932252866,1745935.6942077186,14261651.781499248,0.00015596246286585285,28482863.621454634,70917961.72350763,0.004738535433242623,473900000.0,3140.5263382836306
848,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,7,1,5,0,0,1,0,0,0,1,4,0,7,6,4,0.0,180120614.91322458,0.0,35953048.45198383,38245121.951764055,0.004984323365633864,36698389.25390966,0.0,0.009619207595603144,0.0,16347288.792964684,0.0,0.0,146805539.64026228,0.0,595100000.0,4383.860368348493
849,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,5,0,0,0,10,0,1,7,7,1,0,0,0,0.0,53972506.18695759,0.0,44197015.5138625,0.0,0.007630405963872659,0.0,72620605.72235334,0.0,0.0,42422238.37366619,0.0,0.0,0.0,0.0,679700000.0,2364.5823053549675
850,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,7,0,3,2,5,2,6,7,6,0,0,0,0,7,4,0.0,121644599.3504275,0.0,553622.2267289424,160530299.5620497,0.00023582100518202773,0.0,121861417.61353019,0.0,9517289.25359794,0.0,0.002145180596788856,38768250.33104526,86420965.59927613,0.015451248527668542,922300000.0,1868.170435569689
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2,5,5,0,0,1,1,0,7,0,2,3,7202682.504216836,173779544.91347647,0.006320304144476086,3421037.2840904007,181521468.0782459,0.004083032637279235,91774944.29444812,20299287.62732069,0.20076221235082384,608245.6650615082,21069784.935395602,0.00039048686713287814,10219258.673640821,60039471.119519606,0.011278927358993976,0.0,0.0
852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,2,2,3,0,0,0,0,2,6,4,0,2,64681904.03956115,154834840.1492298,0.05504227362661039,0.0,143337996.68440405,0.0,71543226.34501304,0.0,0.1562484922594205,0.0,20793414.8415654,0.0,0.0,64922482.303728715,0.0,256100000.00000003,0.0
